Try No,Score,Even Distribution Score,Cheapest Station,Costs,Amount of Stations,Lowest price,Highest price,Mean price,Lowest distribution,Highest distribution,Mean distribution,Average Time,Fails,How many Stations
3023,"{'1': 8, '2': 6, '3': 8, '4': 9, '5': 0, '6': 0, '7': 0}",3.5,2,637,4,,,,,,,,,
3024,"{'1': 9, '2': 7, '3': 7, '4': 8, '5': 0, '6': 0, '7': 0}",3.0,2,639,4,,,,,,,,,
3025,"{'1': 10, '2': 9, '3': 7, '4': 5, '5': 0, '6': 0, '7': 0}",7.0,2,632,4,,,,,,,,,
3026,"{'1': 8, '2': 9, '3': 8, '4': 6, '5': 0, '6': 0, '7': 0}",3.5,2,637,4,,,,,,,,,
3027,"{'1': 8, '2': 7, '3': 9, '4': 7, '5': 0, '6': 0, '7': 0}",3.0,2,639,4,,,,,,,,,
3028,"{'1': 7, '2': 6, '3': 10, '4': 8, '5': 0, '6': 0, '7': 0}",5.0,2,635,4,,,,,,,,,
3029,"{'1': 7, '2': 8, '3': 8, '4': 8, '5': 0, '6': 0, '7': 0}",1.5,2,641,4,,,,,,,,,
3030,"{'1': 10, '2': 6, '3': 8, '4': 7, '5': 0, '6': 0, '7': 0}",5.0,2,635,4,,,,,,,,,
3031,"{'1': 8, '2': 8, '3': 7, '4': 8, '5': 0, '6': 0, '7': 0}",1.5,2,641,4,,,,,,,,,
3032,"{'1': 8, '2': 7, '3': 9, '4': 7, '5': 0, '6': 0, '7': 0}",3.0,2,639,4,,,,,,,,,
3033,"{'1': 8, '2': 10, '3': 8, '4': 5, '5': 0, '6': 0, '7': 0}",5.5,2,633,4,,,,,,,,,
3034,"{'1': 9, '2': 5, '3': 6, '4': 11, '5': 0, '6': 0, '7': 0}",9.0,2,630,4,,,,,,,,,
3035,"{'1': 8, '2': 11, '3': 6, '4': 6, '5': 0, '6': 0, '7': 0}",7.0,2,633,4,,,,,,,,,
3036,"{'1': 6, '2': 8, '3': 10, '4': 7, '5': 0, '6': 0, '7': 0}",5.0,2,635,4,,,,,,,,,
3037,"{'1': 8, '2': 9, '3': 8, '4': 6, '5': 0, '6': 0, '7': 0}",3.5,2,637,4,,,,,,,,,
